"id","building_id","local_id","street","x","y","zipcode"
5007,"34","",Carl Møllers Alle,12.49588077,55.73948236,2860
5008,"35","",Carl Møllers Alle,12.49732932,55.73960833,2860
5009,"36","",Carl Møllers Alle,12.49561555,55.73940207,2860
5010,"37","",Carl Møllers Alle,12.49689611,55.73945676,2860
5011,"38","",Carl Møllers Alle,12.49529799,55.73951865,2860
5012,"39","",Carl Møllers Alle,12.49664163,55.73935225,2860
5013,"41","",Carl Møllers Alle,12.49630986,55.73924958,2860
5014,"43","",Carl Møllers Alle,12.49567227,55.73915247,2860
5015,"1",st.3004,Carl Møllers Alle,12.50026808,55.7410273,2860
5016,"1",st.3006,Carl Møllers Alle,12.50026808,55.7410273,2860
5017,"1",st.3007,Carl Møllers Alle,12.50026808,55.7410273,2860
5018,"1",st.3008,Carl Møllers Alle,12.50026808,55.7410273,2860
5019,"1",st.3009,Carl Møllers Alle,12.50026808,55.7410273,2860
5020,"1",st.3011,Carl Møllers Alle,12.50026808,55.7410273,2860
5021,"2",st.1,Carl Møllers Alle,12.50003488,55.74129038,2860
5022,"2",st.2,Carl Møllers Alle,12.50003488,55.74129038,2860
5023,"2",st.3,Carl Møllers Alle,12.50003488,55.74129038,2860
5024,"4",st.tv,Carl Møllers Alle,12.49988442,55.74121735,2860
5025,"18",st.th,Carl Møllers Alle,12.49775139,55.74023694,2860
5026,"29",st,Carl Møllers Alle,12.4977819,55.73985511,2860
5027,"1",st.3001,Carl Møllers Alle,12.50026808,55.7410273,2860
5028,"1",st.3005,Carl Møllers Alle,12.50026808,55.7410273,2860
5029,"1",st.3010,Carl Møllers Alle,12.50026808,55.7410273,2860
5030,"1",st.3012,Carl Møllers Alle,12.50026808,55.7410273,2860
5031,"1",st.3013,Carl Møllers Alle,12.50026808,55.7410273,2860
5032,"2",st.4,Carl Møllers Alle,12.50003488,55.74129038,2860
5033,"4",st.mf,Carl Møllers Alle,12.49988442,55.74121735,2860
5034,"4",st.th,Carl Møllers Alle,12.49988442,55.74121735,2860
5035,"18",st.tv,Carl Møllers Alle,12.49775139,55.74023694,2860
5036,"32",st,Carl Møllers Alle,12.49604514,55.73962532,2860
5037,"115","",Christianehøj,12.51048906,55.74110816,2860
5038,"43","1.tv",Christianehøj,12.50604447,55.74093462,2860
5039,"43","",Christianehøj,12.50604447,55.74093462,2860
5040,"43","1.th",Christianehøj,12.50604447,55.74093462,2860
5041,"45","1.th",Christianehøj,12.50606387,55.74103882,2860
5042,"45","1.tv",Christianehøj,12.50606387,55.74103882,2860
5043,"46","1",Christianehøj,12.50636574,55.74052208,2860
5044,"46","1.tv",Christianehøj,12.50636574,55.74052208,2860
5045,"47",st.th,Christianehøj,12.50608341,55.74114292,2860
5046,"47","1.th",Christianehøj,12.50608341,55.74114292,2860
5047,"47","1.tv",Christianehøj,12.50608341,55.74114292,2860
5048,"48","1.th",Christianehøj,12.50634049,55.7403918,2860
5049,"48","1.tv",Christianehøj,12.50634049,55.7403918,2860
5050,"50","1.th",Christianehøj,12.50631709,55.74024114,2860
5051,"50","1.tv",Christianehøj,12.50631709,55.74024114,2860
5052,"51","",Christianehøj,12.5064781,55.7409198,2860
5053,"54","1.th",Christianehøj,12.50686167,55.7405071,2860
5054,"54","1.tv",Christianehøj,12.50686167,55.7405071,2860
5055,"55","1.2",Christianehøj,12.50678968,55.74121068,2860
5056,"55","1.4",Christianehøj,12.50678968,55.74121068,2860
5057,"55","1.1",Christianehøj,12.50678968,55.74121068,2860
5058,"55","1.3",Christianehøj,12.50678968,55.74121068,2860
5059,"56","1.th",Christianehøj,12.50684106,55.74040897,2860
5060,"56","1.tv",Christianehøj,12.50684106,55.74040897,2860
5061,"58","1.th",Christianehøj,12.50682152,55.74030675,2860
5062,"58","1.tv",Christianehøj,12.50682152,55.74030675,2860
5063,"59","1.2",Christianehøj,12.50695206,55.74080735,2860
5064,"59","1.3",Christianehøj,12.50695206,55.74080735,2860
5065,"59","1.4",Christianehøj,12.50695206,55.74080735,2860
5066,"59","1.1",Christianehøj,12.50695206,55.74080735,2860
5067,"60","1.th",Christianehøj,12.50679947,55.74020847,2860
5068,"60","1.tv",Christianehøj,12.50679947,55.74020847,2860
5069,"62","",Christianehøj,12.50739056,55.74052373,2860
5070,"62","1.th",Christianehøj,12.50739056,55.74052373,2860
5071,"62","1.tv",Christianehøj,12.50739056,55.74052373,2860
5072,"63","1.tv",Christianehøj,12.5074074,55.74077879,2860
5073,"63","1.mf",Christianehøj,12.5074074,55.74077879,2860
5074,"63","1.th",Christianehøj,12.5074074,55.74077879,2860
5075,"64","1.th",Christianehøj,12.50736292,55.74041123,2860
5076,"64","1.tv",Christianehøj,12.50736292,55.74041123,2860
5077,"65","1.th",Christianehøj,12.50743174,55.74093436,2860
5078,"63",st.mf,Christianehøj,12.5074074,55.74077879,2860
5079,"65","1.tv",Christianehøj,12.50743174,55.74093436,2860
5080,"66","1.th",Christianehøj,12.50734028,55.7403064,2860
5081,"66","1.tv",Christianehøj,12.50734028,55.7403064,2860
5082,"67","1.th",Christianehøj,12.50746352,55.74111436,2860
5083,"67","1.tv",Christianehøj,12.50746352,55.74111436,2860
5084,"78",kl,Christianehøj,12.50838453,55.74046583,2860
5085,"68","1.th",Christianehøj,12.5073185,55.74017746,2860
5086,"68","1.tv",Christianehøj,12.5073185,55.74017746,2860
5087,"69","1.tv",Christianehøj,12.50748979,55.74122412,2860
5088,"69","1.th",Christianehøj,12.50748979,55.74122412,2860
5089,"70","1.th",Christianehøj,12.507885,55.74049575,2860
5090,"71","1.mf",Christianehøj,12.50751163,55.74130406,2860
5091,"71","1.tv",Christianehøj,12.50751163,55.74130406,2860
5092,"78","",Christianehøj,12.50838453,55.74046583,2860
5093,"71","1.th",Christianehøj,12.50751163,55.74130406,2860
5094,"72","1.th",Christianehøj,12.50785732,55.74038802,2860
5095,"72","1.tv",Christianehøj,12.50785732,55.74038802,2860
5096,"74","1.th",Christianehøj,12.5078375,55.74027205,2860
5097,"76","1.th",Christianehøj,12.50781857,55.74014644,2860
5098,"76","1.tv",Christianehøj,12.50781857,55.74014644,2860
5099,"77","",Christianehøj,12.50804547,55.74088409,2860
5100,"78","1",Christianehøj,12.50838453,55.74046583,2860
5101,"74",st.th,Christianehøj,12.5078375,55.74027205,2860
5102,"74",st.tv,Christianehøj,12.5078375,55.74027205,2860
5103,"79","",Christianehøj,12.50813649,55.74107229,2860
5104,"80","1.tv",Christianehøj,12.50835707,55.74035179,2860
5105,"86","1.th",Christianehøj,12.50886122,55.74043718,2860
5106,"80","1.th",Christianehøj,12.50835707,55.74035179,2860
5107,"81","",Christianehøj,12.5082149,55.74124251,2860
5108,"82","1.th",Christianehøj,12.50833317,55.74025069,2860
5109,"82","1.tv",Christianehøj,12.50833317,55.74025069,2860
5110,"84","1.th",Christianehøj,12.50831592,55.74011892,2860
5111,"84","1.tv",Christianehøj,12.50831592,55.74011892,2860
5112,"85","",Christianehøj,12.50846535,55.74084215,2860
5113,"86","1.tv",Christianehøj,12.50886122,55.74043718,2860
5114,"87","",Christianehøj,12.50871569,55.74120355,2860
5115,"88","1.th",Christianehøj,12.5088341,55.74032862,2860
5116,"88","1.tv",Christianehøj,12.5088341,55.74032862,2860
5117,"89","",Christianehøj,12.50872342,55.74083001,2860
5118,"90","1.th",Christianehøj,12.5088154,55.74023052,2860
5119,"90","1.tv",Christianehøj,12.5088154,55.74023052,2860
5120,"92","1.th",Christianehøj,12.50879557,55.74008956,2860
5121,"92","1.tv",Christianehøj,12.50879557,55.74008956,2860
5122,"93","",Christianehøj,12.50894033,55.7407873,2860
5123,"94","",Christianehøj,12.50905487,55.7400291,2860
5124,"97","",Christianehøj,12.50921684,55.74078883,2860
5125,"98","",Christianehøj,12.5093837,55.74036119,2860
5126,"101","",Christianehøj,12.50944767,55.74076272,2860
5127,"104","",Christianehøj,12.50972488,55.73992056,2860
5128,"106","1",Christianehøj,12.5098821,55.74033642,2860
5129,"105","",Christianehøj,12.50970441,55.74069496,2860
5130,"110","",Christianehøj,12.51011084,55.7403261,2860
5131,"102","",Christianehøj,12.5096408,55.74034719,2860
5132,"92",st.th,Christianehøj,12.50879557,55.74008956,2860
5133,"113","",Christianehøj,12.51021663,55.74072113,2860
5134,"114","",Christianehøj,12.51039281,55.74033161,2860
5135,"117","1",Christianehøj,12.51044567,55.74062188,2860
5136,"118","",Christianehøj,12.51062437,55.7402144,2860
5137,"121","",Christianehøj,12.51069608,55.74060078,2860
5138,"122","",Christianehøj,12.51087782,55.74024842,2860
5139,"125","",Christianehøj,12.51104905,55.74106642,2860
5140,"126","",Christianehøj,12.51110522,55.74023022,2860
5141,"129","1.th",Christianehøj,12.51107088,55.74056281,2860
5142,"129","1.tv",Christianehøj,12.51107088,55.74056281,2860
5143,"130","",Christianehøj,12.51143536,55.73981247,2860
5144,"132","",Christianehøj,12.51139042,55.74025578,2860
5145,"133","",Christianehøj,12.51152332,55.74096644,2860
5146,"134","1",Christianehøj,12.5115936,55.74019512,2860
5147,"135","",Christianehøj,12.51146651,55.74055967,2860
5148,"137","",Christianehøj,12.51171392,55.7406506,2860
5149,"138","",Christianehøj,12.51187829,55.74022743,2860
5150,"141","",Christianehøj,12.5119815,55.74077269,2860
5151,"142","",Christianehøj,12.51213026,55.74016178,2860
5152,"145","",Christianehøj,12.51218548,55.74056841,2860
5153,"146","",Christianehøj,12.51251919,55.7402206,2860
5154,"149","1",Christianehøj,12.51243905,55.74065692,2860
5155,"154","",Christianehøj,12.51328304,55.74014902,2860
5156,"156","",Christianehøj,12.51359885,55.74016218,2860
5157,"157","",Christianehøj,12.51294216,55.7405357,2860
5158,"158","",Christianehøj,12.51385786,55.74011628,2860
5159,"161","",Christianehøj,12.51318429,55.74053605,2860
5160,"164","",Christianehøj,12.51520004,55.73981197,2860
5161,"165","",Christianehøj,12.51345291,55.74056855,2860
5162,"153","",Christianehøj,12.51269252,55.74056514,2860
5163,"155","",Christianehøj,12.51272632,55.74078658,2860
5164,"169","",Christianehøj,12.51366139,55.74047123,2860
5165,"173","",Christianehøj,12.51393646,55.74047801,2860
5166,"189","",Christianehøj,12.5148219,55.74060093,2860
5167,"190","",Christianehøj,12.51572538,55.73985114,2860
5168,"191","",Christianehøj,12.51490487,55.74073837,2860
5169,"192","",Christianehøj,12.5157376,55.73962753,2860
5170,"188","",Christianehøj,12.51526276,55.74005888,2860
5171,"183","1.tv",Christianehøj,12.5142902,55.74066988,2860
5172,"183","1.th",Christianehøj,12.5142902,55.74066988,2860
5173,"185","1.tv",Christianehøj,12.51426624,55.74056231,2860
5174,"193","",Christianehøj,12.5154616,55.74059663,2860
5175,"194","",Christianehøj,12.51599803,55.73969308,2860
5176,"196","",Christianehøj,12.5159897,55.7395651,2860
5177,"198",kl,Christianehøj,12.51660958,55.73998343,2860
5178,"198","1.1",Christianehøj,12.51660958,55.73998343,2860
5179,"198","1.2",Christianehøj,12.51660958,55.73998343,2860
5180,"198","2.1",Christianehøj,12.51660958,55.73998343,2860
5181,"198","2.2",Christianehøj,12.51660958,55.73998343,2860
5182,"198","2.4",Christianehøj,12.51660958,55.73998343,2860
5183,"198","1.3",Christianehøj,12.51660958,55.73998343,2860
5184,"198","1.4",Christianehøj,12.51660958,55.73998343,2860
5185,"198","2.3",Christianehøj,12.51660958,55.73998343,2860
5186,"205","",Christianehøj,12.5158209,55.74029447,2860
5187,"209","",Christianehøj,12.51601271,55.74061393,2860
5188,"211","",Christianehøj,12.51611898,55.7407463,2860
5189,"213","",Christianehøj,12.51645903,55.74027277,2860
5190,"177","",Christianehøj,12.51435519,55.74091047,2860
5191,"187",st.mf,Christianehøj,12.51424591,55.74043059,2860
5192,"181","1.th",Christianehøj,12.51431542,55.74079074,2860
5193,"181","1.tv",Christianehøj,12.51431542,55.74079074,2860
5194,"183",st.tv,Christianehøj,12.5142902,55.74066988,2860
5195,"181",st.tv,Christianehøj,12.51431542,55.74079074,2860
5196,"183",st.th,Christianehøj,12.5142902,55.74066988,2860
5197,"207","",Christianehøj,12.51605501,55.74029415,2860
5198,"162","",Christianehøj,12.51419626,55.74007234,2860
5199,"134",st,Christianehøj,12.5115936,55.74019512,2860
5200,"149",st,Christianehøj,12.51243905,55.74065692,2860
5201,"198",st.2,Christianehøj,12.51660958,55.73998343,2860
5202,"185",st.tv,Christianehøj,12.51426624,55.74056231,2860
5203,"48",st.tv,Christianehøj,12.50634049,55.7403918,2860
5204,"55",st.2,Christianehøj,12.50678968,55.74121068,2860
5205,"55",st.3,Christianehøj,12.50678968,55.74121068,2860
5206,"58",st.th,Christianehøj,12.50682152,55.74030675,2860
5207,"62",st.th,Christianehøj,12.50739056,55.74052373,2860
5208,"63",st.th,Christianehøj,12.5074074,55.74077879,2860
5209,"65",st.tv,Christianehøj,12.50743174,55.74093436,2860
5210,"66",st.th,Christianehøj,12.50734028,55.7403064,2860
5211,"67",st.th,Christianehøj,12.50746352,55.74111436,2860
5212,"67",st.tv,Christianehøj,12.50746352,55.74111436,2860
5213,"68",st.th,Christianehøj,12.5073185,55.74017746,2860
5214,"70",st.tv,Christianehøj,12.507885,55.74049575,2860
5215,"71",st.mf,Christianehøj,12.50751163,55.74130406,2860
5216,"71",st.th,Christianehøj,12.50751163,55.74130406,2860
5217,"76",st.tv,Christianehøj,12.50781857,55.74014644,2860
5218,"80",st.th,Christianehøj,12.50835707,55.74035179,2860
5219,"80",st.tv,Christianehøj,12.50835707,55.74035179,2860
5220,"82",st.th,Christianehøj,12.50833317,55.74025069,2860
5221,"84",st.tv,Christianehøj,12.50831592,55.74011892,2860
5222,"88",st.th,Christianehøj,12.5088341,55.74032862,2860
5223,"88",st.tv,Christianehøj,12.5088341,55.74032862,2860
5224,"92",st.tv,Christianehøj,12.50879557,55.74008956,2860
5225,"117",st,Christianehøj,12.51044567,55.74062188,2860
5226,"129",st.th,Christianehøj,12.51107088,55.74056281,2860
5227,"43",st.th,Christianehøj,12.50604447,55.74093462,2860
5228,"43",st.tv,Christianehøj,12.50604447,55.74093462,2860
5229,"45",st.th,Christianehøj,12.50606387,55.74103882,2860
5230,"45",st.tv,Christianehøj,12.50606387,55.74103882,2860
5231,"72",st,Christianehøj,12.50785732,55.74038802,2860
5232,"129",st.tv,Christianehøj,12.51107088,55.74056281,2860
5233,"198",st.1,Christianehøj,12.51660958,55.73998343,2860
5234,"198",st.3,Christianehøj,12.51660958,55.73998343,2860
5235,"198",st.4,Christianehøj,12.51660958,55.73998343,2860
5236,"47",st.tv,Christianehøj,12.50608341,55.74114292,2860
5237,"48",st.th,Christianehøj,12.50634049,55.7403918,2860
5238,"50",st.th,Christianehøj,12.50631709,55.74024114,2860
5239,"50",st.tv,Christianehøj,12.50631709,55.74024114,2860
5240,"54",st.th,Christianehøj,12.50686167,55.7405071,2860
5241,"54",st.tv,Christianehøj,12.50686167,55.7405071,2860
5242,"55",st.1,Christianehøj,12.50678968,55.74121068,2860
5243,"56",st.th,Christianehøj,12.50684106,55.74040897,2860
5244,"56",st.tv,Christianehøj,12.50684106,55.74040897,2860
5245,"58",st.tv,Christianehøj,12.50682152,55.74030675,2860
5246,"59",st.1,Christianehøj,12.50695206,55.74080735,2860
5247,"59",st.2,Christianehøj,12.50695206,55.74080735,2860
5248,"59",st.3,Christianehøj,12.50695206,55.74080735,2860
5249,"59",st.4,Christianehøj,12.50695206,55.74080735,2860
5250,"60",st.th,Christianehøj,12.50679947,55.74020847,2860
5251,"60",st.tv,Christianehøj,12.50679947,55.74020847,2860
5252,"62",st.tv,Christianehøj,12.50739056,55.74052373,2860
5253,"63",st.tv,Christianehøj,12.5074074,55.74077879,2860
5254,"64",st.th,Christianehøj,12.50736292,55.74041123,2860
5255,"64",st.tv,Christianehøj,12.50736292,55.74041123,2860
5256,"66",st.tv,Christianehøj,12.50734028,55.7403064,2860
5257,"68",st.tv,Christianehøj,12.5073185,55.74017746,2860
5258,"69",st.th,Christianehøj,12.50748979,55.74122412,2860
5259,"69",st.tv,Christianehøj,12.50748979,55.74122412,2860
5260,"70",st.th,Christianehøj,12.507885,55.74049575,2860
5261,"71",st.tv,Christianehøj,12.50751163,55.74130406,2860
5262,"76",st.th,Christianehøj,12.50781857,55.74014644,2860
5263,"78",st,Christianehøj,12.50838453,55.74046583,2860
5264,"82",st.tv,Christianehøj,12.50833317,55.74025069,2860
5265,"84",st.th,Christianehøj,12.50831592,55.74011892,2860
5266,"86",st.th,Christianehøj,12.50886122,55.74043718,2860
5267,"86",st.tv,Christianehøj,12.50886122,55.74043718,2860
5268,"90",st.th,Christianehøj,12.5088154,55.74023052,2860
5269,"90",st.tv,Christianehøj,12.5088154,55.74023052,2860
5270,"106",st,Christianehøj,12.5098821,55.74033642,2860
5271,"46",st.th,Christianehøj,12.50636574,55.74052208,2860
5272,"46",st.tv,Christianehøj,12.50636574,55.74052208,2860
5273,"72","",Christianehøj,12.50785732,55.74038802,2860
5274,"109","",Christianehøj,12.50995547,55.74075782,2860
5275,"111","",Christianehøj,12.51000836,55.74094247,2860
5276,"181",st.th,Christianehøj,12.51431542,55.74079074,2860
5277,"187","1.mf",Christianehøj,12.51424591,55.74043059,2860
5278,"187","1.th",Christianehøj,12.51424591,55.74043059,2860
5279,"187",st.th,Christianehøj,12.51424591,55.74043059,2860
5280,"187","1.tv",Christianehøj,12.51424591,55.74043059,2860
5281,"187",st.tv,Christianehøj,12.51424591,55.74043059,2860
5282,"1","",Christoffers Alle,12.49003861,55.7538978,2800
5283,"3","",Christoffers Alle,12.48979394,55.75391636,2800
5284,"5","",Christoffers Alle,12.48943318,55.75380442,2800
5285,"7","",Christoffers Alle,12.48909001,55.75357716,2800
5286,"9","",Christoffers Alle,12.48909199,55.7539133,2800
5287,"11","",Christoffers Alle,12.48871185,55.75347219,2800
5288,"13","",Christoffers Alle,12.48874035,55.75386422,2800
5289,"15","",Christoffers Alle,12.48842047,55.75392258,2800
5290,"17","",Christoffers Alle,12.48808828,55.75387519,2800
5291,"19","",Christoffers Alle,12.48811141,55.75358978,2800
5292,"21","",Christoffers Alle,12.4880231,55.75340626,2800
5293,"23","",Christoffers Alle,12.48836675,55.75333742,2800
5294,"25","",Christoffers Alle,12.48800559,55.75319411,2800
5295,"27","",Christoffers Alle,12.48761496,55.75304408,2800
5296,"29","",Christoffers Alle,12.487165,55.75295616,2800
5297,"33","",Christoffers Alle,12.48745955,55.75336931,2800
5298,"35","",Christoffers Alle,12.4875817,55.7535766,2800
5299,"36","",Christoffers Alle,12.49114072,55.75433905,2800
5300,"37","",Christoffers Alle,12.48749951,55.75375957,2800
5301,"38","",Christoffers Alle,12.49070761,55.75417955,2800
5302,"39","",Christoffers Alle,12.48759193,55.753941,2800
5303,"40","",Christoffers Alle,12.49045804,55.7542396,2800
5304,"42","",Christoffers Alle,12.49022628,55.75423315,2800
5305,"44","",Christoffers Alle,12.48997559,55.75421124,2800
5306,"46","",Christoffers Alle,12.48969688,55.75414867,2800
5307,"53","",Christoffers Alle,12.48706162,55.75398888,2800
5308,"54","",Christoffers Alle,12.48858526,55.75424474,2800
5309,"55","",Christoffers Alle,12.48700208,55.75369539,2800
5310,"56","",Christoffers Alle,12.4885531,55.75449147,2800
5311,"57","",Christoffers Alle,12.48657906,55.7537217,2800
5312,"58","",Christoffers Alle,12.48812484,55.75430583,2800
5313,"59","",Christoffers Alle,12.48656801,55.75404256,2800
5314,"60","",Christoffers Alle,12.48798248,55.75451659,2800
5315,"62","",Christoffers Alle,12.48770458,55.75435599,2800
5316,"63","",Christoffers Alle,12.48619441,55.75372246,2800
5317,"64","",Christoffers Alle,12.48746667,55.75438424,2800
5318,"65","",Christoffers Alle,12.48575735,55.75376841,2800
5319,"66","1.1",Christoffers Alle,12.48714745,55.75429827,2800
5320,"66","1.4",Christoffers Alle,12.48714745,55.75429827,2800
5321,"66","1.2",Christoffers Alle,12.48714745,55.75429827,2800
5322,"66","1.3",Christoffers Alle,12.48714745,55.75429827,2800
5323,"67","",Christoffers Alle,12.48584095,55.75405116,2800
5324,"68","1.th",Christoffers Alle,12.48718453,55.75447246,2800
5325,"68","1.tv",Christoffers Alle,12.48718453,55.75447246,2800
5326,"69","",Christoffers Alle,12.48541396,55.75376881,2800
5327,"70","1.3",Christoffers Alle,12.48722229,55.75465067,2800
5328,"70","1.4",Christoffers Alle,12.48722229,55.75465067,2800
5329,"70","1.1",Christoffers Alle,12.48722229,55.75465067,2800
5330,"70","1.2",Christoffers Alle,12.48722229,55.75465067,2800
5331,"71","",Christoffers Alle,12.48543101,55.75407233,2800
5332,"72","",Christoffers Alle,12.48665637,55.75435169,2800
5333,"73","",Christoffers Alle,12.48500403,55.75402574,2800
5334,"77","",Christoffers Alle,12.48461297,55.75407622,2800
5335,"78","",Christoffers Alle,12.48617727,55.75430361,2800
5336,"79","",Christoffers Alle,12.48452164,55.75384432,2800
5337,"81","",Christoffers Alle,12.48416108,55.75392387,2800
5338,"82","",Christoffers Alle,12.48583536,55.75442599,2800
5339,"83","",Christoffers Alle,12.48415912,55.75420024,2800
5340,"84","1.th",Christoffers Alle,12.48581685,55.75474732,2800
5341,"84","1.tv",Christoffers Alle,12.48581685,55.75474732,2800
5342,"92A","1.tv",Christoffers Alle,12.48512121,55.7547276,2800
5343,"84A",st.tv,Christoffers Alle,12.48584758,55.75487899,2800
5344,"84A","1.mf",Christoffers Alle,12.48584758,55.75487899,2800
5345,"84A","1.th",Christoffers Alle,12.48584758,55.75487899,2800
5346,"84A","1.tv",Christoffers Alle,12.48584758,55.75487899,2800
5347,"85","",Christoffers Alle,12.48376828,55.75421924,2800
5348,"86","1.mf",Christoffers Alle,12.48531482,55.75443348,2800
5349,"86","1.tv",Christoffers Alle,12.48531482,55.75443348,2800
5350,"86","1.th",Christoffers Alle,12.48531482,55.75443348,2800
5351,"88","1.th",Christoffers Alle,12.48533856,55.75457254,2800
5352,"88","1.tv",Christoffers Alle,12.48533856,55.75457254,2800
5353,"88A","1.mf",Christoffers Alle,12.48536663,55.754712,2800
5354,"88A","1.th",Christoffers Alle,12.48536663,55.754712,2800
5355,"88A","1.tv",Christoffers Alle,12.48536663,55.754712,2800
5356,"89","",Christoffers Alle,12.4830904,55.75425187,2800
5357,"90","1.mf",Christoffers Alle,12.48506873,55.75445585,2800
5358,"90","1.th",Christoffers Alle,12.48506873,55.75445585,2800
5359,"90","1.tv",Christoffers Alle,12.48506873,55.75445585,2800
5360,"91","",Christoffers Alle,12.48275085,55.75425072,2800
5361,"92","1.th",Christoffers Alle,12.48509548,55.75459301,2800
5362,"92","1.tv",Christoffers Alle,12.48509548,55.75459301,2800
5363,"92A","1.th",Christoffers Alle,12.48512121,55.7547276,2800
5364,"92A","1.mf",Christoffers Alle,12.48512121,55.7547276,2800
5365,"93","",Christoffers Alle,12.48260493,55.75426106,2800
5366,"94","",Christoffers Alle,12.48461918,55.75444766,2800
5367,"95","",Christoffers Alle,12.48233349,55.75430311,2800
5368,"96","1",Christoffers Alle,12.48467092,55.75470757,2800
5369,"97","",Christoffers Alle,12.48220025,55.75397295,2800
5370,"98","1.th",Christoffers Alle,12.48469134,55.75480778,2800
5371,"98","1.tv",Christoffers Alle,12.48469134,55.75480778,2800
5372,"99","",Christoffers Alle,12.48195517,55.7543231,2800
5373,"100","1.mf",Christoffers Alle,12.48427818,55.75455346,2800
5374,"100","1.th",Christoffers Alle,12.48427818,55.75455346,2800
5375,"100","1.tv",Christoffers Alle,12.48427818,55.75455346,2800
5376,"101","",Christoffers Alle,12.48185169,55.75402447,2800
5377,"102","1.mf",Christoffers Alle,12.48430339,55.7546788,2800
5378,"102","1.th",Christoffers Alle,12.48430339,55.7546788,2800
5379,"102","1.tv",Christoffers Alle,12.48430339,55.7546788,2800
5380,"103","",Christoffers Alle,12.48155889,55.75437049,2800
5381,"105","",Christoffers Alle,12.48149158,55.75405015,2800
5382,"107","",Christoffers Alle,12.48102726,55.75407653,2800
5383,"102",st.mf,Christoffers Alle,12.48430339,55.7546788,2800
5384,"111","",Christoffers Alle,12.48066539,55.75434889,2800
5385,"113","",Christoffers Alle,12.48057938,55.75410667,2800
5386,"114","",Christoffers Alle,12.48236603,55.75491279,2800
5387,"116","",Christoffers Alle,12.48236779,55.75462682,2800
5388,"117","",Christoffers Alle,12.48027393,55.75413566,2800
5389,"118","",Christoffers Alle,12.48194473,55.75462425,2800
5390,"119","",Christoffers Alle,12.47978452,55.75449408,2800
5391,"121","",Christoffers Alle,12.4796416,55.75450407,2800
5392,"122","",Christoffers Alle,12.48164904,55.75482353,2800
5393,"123","",Christoffers Alle,12.47884979,55.75449648,2800
5394,"125","",Christoffers Alle,12.47874242,55.75445996,2800
5395,"126","",Christoffers Alle,12.48125026,55.75479114,2800
5396,"127","",Christoffers Alle,12.47839407,55.754487,2800
5397,"128","",Christoffers Alle,12.4811076,55.75480408,2800
5398,"129","",Christoffers Alle,12.47826657,55.75448225,2800
5399,"130","",Christoffers Alle,12.48085376,55.7548468,2800
5400,"131","",Christoffers Alle,12.47794178,55.75445702,2800
5401,"132","",Christoffers Alle,12.48072487,55.75485333,2800
5402,"133","",Christoffers Alle,12.47800151,55.75416463,2800
5403,"134","",Christoffers Alle,12.48043565,55.75475678,2800
5404,"135","",Christoffers Alle,12.47753421,55.75443683,2800
5405,"136","",Christoffers Alle,12.4802884,55.75476653,2800
5406,"137","",Christoffers Alle,12.47757617,55.7541293,2800
5407,"138","",Christoffers Alle,12.48002489,55.75482246,2800
5408,"139","",Christoffers Alle,12.47716665,55.75413362,2800
5409,"141","",Christoffers Alle,12.47714124,55.75441226,2800
5410,"143","",Christoffers Alle,12.47675325,55.75445076,2800
5411,"144","",Christoffers Alle,12.47866325,55.75484191,2800
5412,"145","",Christoffers Alle,12.47604314,55.75500982,2800
5413,"146A","",Christoffers Alle,12.47844572,55.75505236,2800
5414,"146B","",Christoffers Alle,12.47837248,55.7548675,2800
5415,"147","",Christoffers Alle,12.476024,55.75520134,2800
5416,"148","",Christoffers Alle,12.47803855,55.7551155,2800
5417,"150","",Christoffers Alle,12.47800613,55.75496105,2800
5418,"151","",Christoffers Alle,12.47612977,55.75563712,2800
5419,"152","",Christoffers Alle,12.47764207,55.75513042,2800
5420,"154","",Christoffers Alle,12.47758219,55.75480546,2800
5421,"156","",Christoffers Alle,12.4772517,55.75511361,2800
5422,"158","1",Christoffers Alle,12.47720453,55.75483459,2800
5423,"160","",Christoffers Alle,12.47653963,55.75468924,2800
5424,"162","",Christoffers Alle,12.4765131,55.75476372,2800
5425,"164","",Christoffers Alle,12.47651835,55.75482265,2800
5426,"166","",Christoffers Alle,12.47649039,55.75488827,2800
5427,"168","",Christoffers Alle,12.47649555,55.7549462,2800
5428,"170","",Christoffers Alle,12.47646601,55.75501556,2800
5429,"172","",Christoffers Alle,12.4764715,55.75507897,2800
5430,"174","",Christoffers Alle,12.47644493,55.75514761,2800
5431,"176","",Christoffers Alle,12.47644936,55.75519918,2800
5432,"178","",Christoffers Alle,12.47642389,55.7552695,2800
5433,"180","",Christoffers Alle,12.47642973,55.75533506,2800
5434,"182","",Christoffers Alle,12.47645705,55.7554037,2800
5435,"184","",Christoffers Alle,12.47646266,55.75546666,2800
5436,"186","",Christoffers Alle,12.47649592,55.75553045,2800
5437,"188","",Christoffers Alle,12.47650193,55.7555979,2800
5438,"190","",Christoffers Alle,12.47654378,55.75563996,2800
5439,"192","",Christoffers Alle,12.47655174,55.75571149,2800
5440,"194","",Christoffers Alle,12.47658098,55.75576227,2800
5441,"196","",Christoffers Alle,12.47660314,55.75584454,2800
5442,"61","",Christoffers Alle,12.486228,55.75403261,2800
5443,"75","",Christoffers Alle,12.48495344,55.75382163,2800
5444,"115","",Christoffers Alle,12.48039357,55.754435,2800
