"id","category","description","name","price","restaurant_id"
2114,Lighter Blends,"Cashew, Pineapple, Cocoa",Greater Alarm,49.0,61
2115,Lighter Blends,"Blackberry, Grape, Toast",Ambrosia Coffee of God,49.0,61
2116,Lighter Blends,"Milk Chocolate, Grains, Cashew",Dancing Water,49.0,61
2117,Lighter Blends,"Citrus, Cherry, Floral",New Manhattan,49.0,61
2118,Medium Blends (1lb Bag),"AROMAS: Caramel, Nuts, Butter ACIDITY: Medium BODY: Full",Tesora,210.0,61
2119,Medium Blends (1lb Bag),"AROMAS: Cardamom, Maple, Earth ACIDITY: Medium BODY: Medium",Philharmonic,210.0,61
2120,Medium Blends (1lb Bag),"AROMAS: Hazelnut Flavor, Chocolate ACIDITY: Low BODY: Medium",Philtered Soul,210.0,61
2121,Medium Blends (1lb Bag),"AROMAS: Dark Cocoa, Citrus, Butterscotch ACIDITY: Medium BODY: Medium",Silken Splendor,210.0,61
2122,Medium Blends (1lb Bag),"AROMAS: Toast, Berry, Vanilla ACIDITY: Low BODY: Full",Julie's Ultimate,210.0,61
2123,Medium Blends (1lb Bag),"AROMAS: Cashew, Pineapple, Cocoa ACIDITY: High BODY: Light",Greater Alarm,210.0,61
2124,Food Options,"",Bacon & Egg Burrito,74.5,61
2125,Food Options,"",Ancho Chili Burrito,74.5,61
2126,Food Options,"",Turkey Sausage Sandwich,74.5,61
2127,Food Options,"",Philz Plant Powered Sandwich,101.0,61
2128,Food Options,"",Butter Croissant,48.0,61
2129,Food Options,"",Chocolate Croissant,58.0,61
2130,Food Options,"",Blueberry Muffin,54.0,61
2131,Food Options,"",Chocolate Babka,54.5,61
2132,Food Options,"",Poppy Lemon Slice,48.0,61
2133,Food Options,"",Seasonal Fruit Danish,57.0,61
2134,Food Options,"",Salted Chocolate Chip Cookie,41.0,61
2135,Food Options,"",Soft Pretzel,51.0,61
2136,Food Options,"",Almond Croissant ,57.0,61
2137,Food Options,"",Cinnamon Roll,54.0,61
2138,Food Options,"",Kouign Aman,54.5,61
2139,Food Options,"",Banana Bread,48.0,61
2140,Food Options,"",Plain Bagel ,50.0,61
2141,Food Options,"",Everything Bagel ,50.0,61
2142,Decaf,"",Luca's Unplugged Decaf,49.0,61
2143,Lighter Blends (1lb Bag),"AROMAS: Blackberry, Grape, Toast ACIDITY: Medium BODY: Medium",Ambrosia Coffee of God,210.0,61
2144,Lighter Blends (1lb Bag),"AROMAS: Milk Chocolate, Grains, Cashew ACIDITY: Medium BODY: Light",Dancing Water,210.0,61
2145,Lighter Blends (1lb Bag),"AROMAS: Citrus, Cherry, Floral ACIDITY: High BODY: Light",New Manhattan,210.0,61
2146,Single Origin (1lb Bag),"AROMAS: Hazelnut, Almond, Milk Chocolate ACIDITY: Low BODY: Medium",Hazelnut,210.0,61
2147,Medium Blends,"Dark Cocoa, Citrus, Butterscotch",Silken Splendor,49.0,61
2148,Medium Blends,"Caramel, Nuts, Butter",Tesora,49.0,61
2149,Medium Blends,"Cardamom, Maple, Earth",Philharmonic,49.0,61
2150,Medium Blends,"Toast, Berry, Vanilla",Julie's Ultimate,49.0,61
2151,Medium Blends,"Hazelnut Flavor, Chocolate",Philtered Soul,49.0,61
2152,Teas & Others,"",Hot Chocolate ,49.0,61
2153,Teas & Others,"",Chamomile,49.0,61
2154,Decaf (1lb Bag),"",Luca's Unplugged Decaf ,210.0,61
2155,Darker Blends (1lb Bag),"AROMAS: Smoke, Walnut, Earth ACIDITY: Low BODY: Full",Aromatic Arabic,210.0,61
2156,Darker Blends (1lb Bag),"AROMAS: Toffee, Cherry, Cinnamon ACIDITY: Low BODY: Full",Ether,210.0,61
2157,Darker Blends (1lb Bag),"AROMAS: Dark Chocolate, Smoke, Nuts ACIDITY: Low BODY: Full",Jacob's Wonderbar,210.0,61
2219,Sashimi,Octopus.,Tako Sashimi,170.0,62
2158,Darker Blends (1lb Bag),"AROMAS: Cardamom, Herbs, Tobacco ACIDITY: Low BODY: Full",Tantalizing Turkish,210.0,61
2159,Darker Blends (1lb Bag),"AROMAS: Chocolate, Syrup, Caramel ACIDITY: Medium BODY: Full",Ecstatic,210.0,61
2160,Starters,Deep-fried tofu in dashi sauce with bonito.,Agedashi Tofu,100.0,62
2161,Starters,Fried squid with spicy sauce. Spicy.,Calamari,140.0,62
2162,Starters,Steamed soybean.,Edamame,70.0,62
2163,Starters,Garlic and spice pan-fried. Spicy.,Garlic Edamame,100.0,62
2164,Starters,Deep fried or steam pot stickers.,Gyoza,120.0,62
2165,Starters,Grilled hamachi cheek with ponzu sauce.,Hamachi Kama,204.0,62
2166,Starters,"Choice of 7 pieces deep-fried vegetables, 5 pieces of shrimp or mixed with 5 pieces veggies and 2 pieces shrimp.",Tempura,130.0,62
2167,Starters,Deep-fried ginger and soy marinated chicken.,Karaage,130.0,62
2168,Starters,Seaweed salad with a slice of oshinko.,Hiyashi Wakame,80.0,62
2169,Starters,Freshly mixed greens with traditional sesame dressing.,House Salad,0.0,62
2170,Starters,Steamed or fried shrimp dumplings.,Shumai,100.0,62
2171,Sides,"",Sushi Rice,50.0,62
2172,Sides,"",Rice,40.0,62
2173,Sides,"",Brown Rice,40.0,62
2174,Sides,"",Miso Soup,39.0,62
2175,Poki Bar,"",Poki Bar,0.0,62
2176,Nama Special Rolls,"Panko-fried. Spicy mayo, unagi sauce, masago and green onion on the outside with sake, crab, and cream cheese on the inside. Spicy.",Baseball Roll,182.0,62
2177,Nama Special Rolls,"Hamachi, sake, tuna, and avocado on the outside with spicy tuna and cucumber on the inside. Spicy.",Chef's Special Spicy Roll,210.0,62
2178,Nama Special Rolls,"Tuna, avocado and masago on the outside with salmon and cucumber on the inside.",Cherry Blossom Roll,170.0,62
2179,Nama Special Rolls,"Spicy mayo, unagi sauce, masago and green onion on the outside with crab and avocado on the inside. Spicy.",Crunch California Roll,130.0,62
2180,Nama Special Rolls,"Spicy tuna, sake, lemon juice, and Nama spice on the outside with crab, shrimp tempura, and cucumber on the inside. Spicy.",Double Dragon Roll,170.0,62
2181,Nama Special Rolls,"Unagi, avocado, masago, and unagi sauce on the outside with crab and shrimp tempura on the inside.",Dragon Roll,190.0,62
2182,Nama Special Rolls,"Tuna, spicy mayo, masago, and green onion on the outside with shrimp tempura, avocado and cream cheese on the inside. Spicy.",Dream Gina Roll,160.0,62
2183,Nama Special Rolls,Panko-fried. Unagi sauce and sesame seeds on the outside with spicy hamachi and avocado on the inside. Spicy.,Dynamite Roll,140.0,62
2184,Nama Special Rolls,"Seared hamachi, black tobiko, green onion and ponzu on the outside with spicy hamachi and cucumber on the inside. Spicy.",Hama Hama Roll,180.0,62
2185,Nama Special Rolls,"Unagi, spicy tuna, unagi sauce, crunch, masago, and green onion on the outside with crab and avocado on the inside. Spicy.",House Special Roll,190.0,62
2186,Nama Special Rolls,"Baked. King sauce, sake, masago and green onion on the outside with crab and avocado on the inside.",Lion King Roll,180.0,62
2187,Nama Special Rolls,"Baked. Love sauce, scallop, masago and green onion on the outside with crab and avocado on the inside.",Love Roll,160.0,62
2188,Nama Special Rolls,"Crayfish salad, mango sauce, unagi sauce and masago on the outside with crab and shrimp tempura on the inside.",Mango Lobster Roll,180.0,62
2189,Nama Special Rolls,"Soy paper. Tuna, crab, unagi sauce, spicy mayo, masago and green onion on the outside with spicy tuna and shrimp tempura on the inside. Spicy.",Nama Roll,190.0,62
2190,Nama Special Rolls,"Tuna, ebi, sake, hamachi and avocado on the outside with crab and avocado on the inside.",Rainbow Roll,190.0,62
2191,Nama Special Rolls,"Unagi sauce and masago on the outside with spider crab, lettuce, cucumber and avocado on the inside.",Spider Roll,170.0,62
2192,Nama Special Rolls,Sake and lemon on the outside with crab and avocado on the inside.,Zesti Roll,170.0,62
2193,Nama Special Rolls,"Scallop, jalapeno, unagi sauce, spicy mayo, masago and green onion on the outside with shrimp tempura, spicy tuna and crab on the inside. Spicy.","49er Roll",200.0,62
2194,Vegetarian Rolls,"Soy paper. Avocado, fried yam, asparagus and cream cheese.",Ashley Roll,171.0,62
2195,Vegetarian Rolls,Fried asparagus and carrot.,Asparagus Roll,90.0,62
2196,Vegetarian Rolls,Avocado.,Avocado Roll,100.0,62
2197,Vegetarian Rolls,Cucumber.,Kappamaki Roll,70.0,62
2198,Vegetarian Rolls,Fried yam.,Yam Roll,80.0,62
2199,Sushi,Cooked shrimp.,Ebi Sushi,80.0,62
2200,Sushi,Yellowtail.,Hamachi Sushi,100.0,62
2201,Sushi,Scallop.,Hotate Sushi,110.0,62
2202,Sushi,Tofu pouch.,Inari Sushi,70.0,62
2203,Sushi,Tuna.,Maguro Sushi,110.0,62
2204,Sushi,Salmon.,Sake Sushi,100.0,62
2205,Sushi,Albacore white tuna.,Shiro Maguro Sushi,90.0,62
2206,Sushi,Octopus.,Tako Sushi,90.0,62
2207,Sushi,Sweet egg omelette.,Tamago Sushi,90.0,62
2208,Sushi,Flying fish roe.,Tobiko Sushi,80.0,62
2209,Sushi,Seared tuna and ponzu.,Tuna Tataki Sushi,120.0,62
2210,Sushi,Grilled fresh water eel.,Unagi Sushi,100.0,62
2211,Sushi,Escolar.,Walu Walu Sushi,100.0,62
2212,Sushi,Scallop,Hotate,110.0,62
2213,Sashimi,Cooked shrimp.,Ebi Sashimi,150.0,62
2214,Sashimi,Yellowtail.,Hamachi Sashimi,190.0,62
2215,Sashimi,Scallop.,Hotate Sashimi,200.0,62
2216,Sashimi,Tuna.,Maguro Sashimi,210.0,62
2217,Sashimi,Salmon.,Sake Sashimi,190.0,62
2218,Sashimi,Albacore white tuna.,Shiro Maguro Sashimi,170.0,62
2220,Sashimi,Sweet egg omelette.,Tamago Sashimi,170.0,62
2221,Sashimi,Seared tuna and ponzu.,Tuna Tataki Sashimi,230.0,62
2222,Sashimi,Grilled fresh water eel.,Unagi Sashimi,190.0,62
2223,Sashimi,Escolar.,Walu Walu Sashimi,190.0,62
2224,Chef's Combination,"6 pieces California roll or spicy tuna roll.",Sushi and Roll,300.0,62
2225,Chef's Combination,"5 pieces of nigiri, 4 pieces of sashimi and California roll or spicy tuna roll.","Sushi, Sashimi and Roll",390.0,62
2226,Chef's Combination,"",Sashimi Combination,0.0,62
2227,Classic Maki,"Salmon, avocado and cucumber.",Alaska Roll,120.0,62
2228,Classic Maki,Imitation crab and avocado.,California Roll,100.0,62
2229,Classic Maki,"Tuna, avocado and cucumber.",Hollywood Roll,120.0,62
2230,Classic Maki,Hamachi and green onion.,Negihama Maki Roll,110.0,62
2231,Classic Maki,"Salmon, cream cheese and cucumber.",Philadelphia Roll,120.0,62
2232,Classic Maki,Seaweed salad over a spicy tuna roll. Spicy.,Poki Roll,130.0,62
2233,Classic Maki,"Unagi, unagi sauce, avocado and cucumber.",Rock and Roll,130.0,62
2234,Classic Maki,Salmon.,Sake Maki Roll,100.0,62
2235,Classic Maki,White tuna.,Shirotekka Maki Roll,100.0,62
2236,Classic Maki,"Crab, crunch, Sriracha, sesame oil and avocado. Spicy.",Spicy Crab Crunch Roll,120.0,62
2237,Classic Maki,Spicy scallop. Spicy.,Spicy Hotate Roll,110.0,62
2238,Classic Maki,Spicy hamachi. Spicy.,Spicy Hama Roll,110.0,62
2239,Classic Maki,Spicy salmon. Spicy.,Spicy Salmon Roll,110.0,62
2240,Classic Maki,Spicy tuna. Spicy.,Spicy Tuna Roll,110.0,62
2241,Classic Maki,Tuna.,Tekka Maki Roll,100.0,62
2242,Classic Maki,"Shrimp tempura, unagi sauce, avocado and cucumber.",Tempura Roll,120.0,62
2243,Classic Maki,"Salmon skin, kaiware, cucumber, gobo, and unagi sauce.",Salmon Skin Roll,120.0,62
2244,Sashimi Donburi,Assorted sashimi over sushi rice.,Chirashi,300.0,62
2245,Sashimi Donburi,"Salmon, tuna and hamachi over sushi rice.",Nama Chirashi,300.0,62
2246,Sashimi Donburi,"8 pieces of salmon sashimi over sushi rice.",Sakedon,280.0,62
2247,Sashimi Donburi,"8 pieces of tuna sashimi over sushi rice.",Tekkadon,280.0,62
2248,Sashimi Donburi,"4 pieces of tuna and hamachi over sushi rice.",Tekka Hamadon,280.0,62
2249,Sashimi Donburi,Unagi over sushi rice.,"8 Pieces Unadon",280.0,62
2250,Ramen,"Grilled chashu, spinach and sprouts.",Nama Ramen,198.0,62
2251,Ramen,"Grilled chashu, veggies and corn. Spicy.",Spicy Ramen,198.0,62
2252,Ramen,"Tofu, veggie and corn. Spicy.",Spicy Tofu  Ramen,209.0,62
2253,Ramen,"Grilled chashu, kimchi and corn. Spicy.",Kimchi Ramen,209.0,62
2254,Ramen,"Grilled chashu, sprouts and black garlic oil in tonkotsu broth.",Black and White Ramen,220.0,62
2255,Dinner Set Combination,Grilled marinated chicken.,Chicken Teriyaki Set Dinner Combination,242.0,62
2256,Dinner Set Combination,Deep-fried chicken cutlet.,Chicken Katsu Set Dinner Combination,242.0,62
2257,Dinner Set Combination,Deep-fried chicken with spicy sauce. Spicy.,Chicken Karaage Set Dinner Combination,242.0,62
2258,Dinner Set Combination,Grilled marinated rib eye.,Beef Teriyaki Set Dinner Combination,280.0,62
2259,Dinner Set Combination,Grilled salmon.,Salmon Teriyaki Set Dinner Combination,260.0,62
2260,Dinner Set Combination,Grilled mackerel. ,Saba Shioyaki Set Dinner Combination,230.0,62
2261,Nabemono Dinner,"Grilled chicken, 2 pieces of fried shrimp and egg.",Nabeyaki Nabemono Dinner,220.0,62
2262,Nabemono Dinner,Grilled beef.,Niku Udon Nabemono Dinner,240.0,62
2263,Nabemono Dinner,Served with a side of tempura.,Tempura Udon Nabemono Dinner,220.0,62
2264,Nabemono Dinner,Tofu.,Tofu Udon Nabemono Dinner,200.0,62
2265,Raw Specials [archived],With truffle ponzu garnished with yam and jalapeno.,"5 Pieces Hamachi Surprise",210.0,62
2266,Traditional Hand Rolls [archived],Salmon.,Sake-Maki Hand Roll,83.0,62
2267,Traditional Hand Rolls [archived],Tuna.,Tekka-Maki Hand Roll,83.0,62
2268,Traditional Hand Rolls [archived],Hamachi and green onion.,Negihama Maki Hand Roll,90.0,62
2269,Traditional Hand Rolls [archived],Shiro tekka-maki.,Shiro Tekka-Maki Hand Roll,80.0,62
2270,Traditional Hand Rolls [archived],Spicy salmon. Spicy.,Spicy Salmon Maki Hand Roll,90.0,62
2271,Traditional Hand Rolls [archived],Spicy tuna. Spicy.,Spicy Tuna Maki Hand Roll,90.0,62
2272,Traditional Hand Rolls [archived],Spicy hamachi. Spicy.,Spicy Hama-Maki Hand Roll,90.0,62
2273,Traditional Hand Rolls [archived],Spicy scallop. Spicy.,Spicy Hotate Maki Hand Roll,90.0,62
2274,"Wing, Nuggets and Fries","Served with cheese, garlic and zaika sauce.","13. Masala Fries",54.5,63
2275,"Wing, Nuggets and Fries",Halal. Choose spicy or mild.,"14. Chicken Wings",0.0,63
2276,"Wing, Nuggets and Fries",Halal.,"15. Chicken Nuggets",0.0,63
2277,Appetizers,"4 pieces. Thin flaky dough stuffed with your choice of lentils or ground beef spiced with different onions and peppers served with a tomato-based spicy dip.",Sambussa,83.0,64
2278,Appetizers,"This cold dish has diced tomatoes, onions, and spicy berbere with pieces of injera tossed in our special salad dressing. Vegetarian, vegan.",Timatim Fitfit,94.0,64
2279,Appetizers,"Green leaf lettuce salad with tomatoes, jalapenos, and onions tossed in our special salad dressing. Vegetarian, vegan.",House Salad,72.0,64
2280,Appetizers,Ground beef sauteed with Tadu’s special homemade butter and spices wrapped with injera and ayib cheese -served medium rare.,Kitfo Wrap,105.0,64
2281,Appetizers,"Ground chickpeas, peppers, garlic, and onions salad over lettuce served with injera.",Buticha Salad Platter,94.0,64
2282,Appetizers,"Brown lentil, peppers, and onions salad over lettuce, served with injera.",Azifa Salad,94.0,64
2283,Veggie Entrees,"Fresh collard greens sauteed with onions, garlic, and jalapenos.",Gomen,127.0,64
2284,Veggie Entrees,"Fresh cabbage, potatoes, and carrots cooked with turmeric sauce of onions, garlic, and ginger.",Alicha Tikil Gomen,127.0,64
2285,Veggie Entrees,"Spicy split lentil sauce made with berbere, onions, garlic, and ginger.",Misir Wot,127.0,64
2286,Veggie Entrees,"Ground chickpeas and berbere cooked with onions, tomatoes, and garlic.",Shiro Wot,149.0,64
2287,Veggie Entrees,"Chickpeas cooked with mild turmeric, onions, garlic, and jalapenos.",Kik Alicha Wot,127.0,64
2288,Veggie Entrees,"Fresh beets and potatoes cooked with onions, tomatoes, garlic, and jalapenos.",Key Sir,127.0,64
2289,Veggie Entrees,"Green leaf lettuce salad with tomatoes, jalapenos, and onions Topped with ayib cheese and buticha salad tossed in Tadu’s special house dressing. Add meat for an additional charge.",Salad,94.0,64
2290,The Tibs Plates,"Cubed beef sauteed with onions, jalapenos, and tomatoes sautéed with special Tadu berbere based spices.",Beef Tibs,160.0,64
2291,The Tibs Plates,"Cubed chicken sauteed with onions, jalapenos, and tomatoes sauteed with special Tadu berbere based spices.",Chicken Tibs,138.0,64
2292,The Tibs Plates,"Cubed lamb sauteed with onions, jalapenos, and tomatoes sauteed with special Tadu berbere based spices.",Lamb Tibs,175.0,64
2293,The Tibs Plates,"Cubed tofu sauteed with onions, jalapenos, and tomatoes sauteed with special Tadu berbere based spices.",Tofu Tibs,127.0,64
2294,The Tibs Plates,"Cubed mushroom sauteed with onions, jalapenos, and tomatoes sauteed with special Tadu berbere based spices.",Mushroom Tibs,127.0,64
2295,The Tibs Plates,"Cubed eggplant sauteed with onions, jalapenos, and tomatoes sauteed with special Tadu berbere based spices.",Eggplant Tibs,127.0,64
2296,The Tibs Plates,"Ground beef mixed with homemade butter and spices. Cooked rare, medium rare, or well done. Served with ayib cheese, gomen and salad.",Regular Kitfo,165.0,64
2297,The Tibs Plates,"Ground beef mixed with homemade butter and spices (onions and jalapenos for special kitfo). Cooked rare, medium rare, or well done. Served with Ayib- cheese, gomen and salad.",Special Kitfo,171.0,64
2298,The Tibs Plates,"Ground beef mixed with homemade butter and spices. Cooked rare, medium rare, or well done. Served with ayib cheese, gomen and salad.",Kitfo Sandwich,138.0,64
2299,The Tibs Plates,"Small pieces of injera tossed in beef berbere, based sauces cooked with tomatoes, onions, garlic, and ginger. Served with salad, azifa, and buticha.",Firfir Beef Berbere Banatu,160.0,64
2300,The Tibs Plates,"Small pieces of injera tossed in lamb turmeric-based sauces cooked with tomatoes, onions, garlic, and ginger. Served with salad, azifa, and buticha.",Firfir Lamb Alicha Banatu,160.0,64
2301,The Tibs Plates,"Small pieces of injera tossed in veggie chickpeas based sauces cooked with tomatoes, onions, garlic, and ginger. Served with salad, azifa, and buticha.",Firfir Vegetarian Banatu,149.0,64
2302,Tadu’s Specialty Entrees,"Sampler plate of kik alicha wot, misir wot, gomen, alicha tikil gomen, and key sir wot.",Vegetarian Combination,175.0,64
2303,Tadu’s Specialty Entrees,"Ground beef and bereber sauce flavored with garlic, ginger, onions, and jalapenos.",Minchet Abish Wot,160.0,64
2304,Tadu’s Specialty Entrees,"Collard greens slow cooked with tender lamb cubes, garlic, onions, peppers, and homemade butter.",Gomen Besega,160.0,64
2305,Tadu’s Specialty Entrees,"Cubed beef tibs with mushroom, onions, tomatoes, bell peppers and spiced with berbere.",Beef Mushroom Tibs,174.0,64
2306,Tadu’s Specialty Entrees,"Ground chickpeas sauce slow cooked with chunks of beef, onions, tomatoes, peppers, garlic, and Tadu’s special homemade butter.",Bozena Shiro,171.0,64
2307,Tadu’s Specialty Entrees,"Sample plate of minchet abish, gomen besiga, and lamb alicha wot.",Meat Combination,182.0,64
2308,Beverages,Ethiopian tea leaf and sweet spices.,Tea,20.0,64
2309,Beverages,"Yirgachefe, Red sea and Tadu blends.",Coffee,39.0,64
2310,Beverages,"",Soda,17.0,64
2311,Beverages,Bottle.,Perrier Sparkling Water,20.0,64
2312,Beverages,"",Apple Juice,39.0,64
2313,Beverages,Ground flaxseeds smoothie with honey.,Telba,30.0,64
2314,Not Steak,parsley · lemon · meuniere,DOVER SOLE,480.0,65
2315,Appetizers,"Four Pieces. Thin flaky dough stuffed with your choice of lentils or ground beef spiced with different onions, and peppers. Served with tomato based spicy dip.",Sambussa ,83.0,66
2316,Appetizers,"Vegetarian, vegan. This cold dish has diced tomatoes, onions, and spicy berbere with pieces of injera tossed in special salad dressing.",Timatim Fitfit,94.0,66
2317,Appetizers,"Vegetarian, vegan. Green leaf lettuce salad with tomatoes, jalapenos, and onions tossed in special salad dressing.",House Salad,72.0,66
2318,Appetizers,Ground beef sautéed with tadu’s special homemade butter and spices wrapped with injera and ayib cheese. Served medium rare.,Kitfo Wrap,105.0,66
2319,Appetizers,"Ground chickpeas, peppers, garlic, and onions salad over lettuce served with injera.",Buticha Salad Platter,94.0,66
2320,Appetizers,"Brown lentil, peppers, and onions salad over lettuce. Served with injera.",Azifa Salad,94.0,66
2321,Breakfast,"Beans cooked with onions, garlic, tomatoes and berbere spice with a touch of tadu’s special butter or olive oil. Served with yogurt.",Foule,83.0,66
2322,Breakfast,Shredded oats sautéed with special spices and butter or olive oil.,Kinche,61.0,66
2323,Breakfast,"Eggs scrambled with onions, jalapenos, and tadu’s special butter.",Egg Firfir,83.0,66
2324,Breakfast,"Eggs scrambled with special tomato-berbere based sauce, onions, jalapenos, and tadu’s special butter.",Special Egg Firfir,94.0,66
2363,Vegan Entree,Spicy curry.,Aloo Vindaloo,104.5,67
2325,Breakfast,Chopped flatbread (Kita) and special egg fir. Served with honey topping.,Egg Chechebsa,127.0,66
2326,Beverages,"Ethiopian tea leaf, and sweet spices.",Tea,20.0,66
2327,Beverages,"Yirgachefe, red sea, and tadu blends.",Coffee,39.0,66
2328,Beverages,"",Soda,17.0,66
2329,Beverages,Pierre sparkling water.,Sparkling Water,20.0,66
2330,Beverages,"",Juice,39.0,66
2331,Beverages,Ground flaxseeds smoothie with honey.,Telba,30.0,66
2332,Beverages,Mexican Coke or Fanta,Mexican Coke or Fanta,39.0,66
2333,The Tibs Plates,"Cubed beef sautéed with onions, jalapenos, and tomatoes sauteed with special tadu berbere based spices. Served with salad and a choice from misir wot, kik alicha, gomen, and alicha tikil gomen or key sir.",Beef Tibs,160.0,66
2334,The Tibs Plates,"Cubed chicken sautéed with onions, jalapenos, and tomatoes sauteed with special tadu berbere based spices. Served with salad and a choice from misir wot, kik alicha, gomen, and alicha tikil gomen or key sir.",Chicken Tibs,138.0,66
2335,The Tibs Plates,"Cubed lamb sautéed with onions, jalapenos, and tomatoes sauteed with special tadu berbere based spices. Served with salad and a choice from misir wot, kik alicha, gomen, and alicha tikil gomen or key sir.",Lamb Tibs,175.0,66
2336,The Tibs Plates,"Cubed tofu sautéed with onions, jalapenos, and tomatoes sauteed with special tadu berbere based spices. Served with salad and a choice from misir wot, kik alicha, gomen, and alicha tikil gomen or key sir.",Tofu Tibs,127.0,66
2337,The Tibs Plates,"Cubed mushroom sautéed with onions, jalapenos, and tomatoes sauteed with special tadu berbere based spices. Served with salad and a choice from misir wot, kik alicha, gomen, and alicha tikil gomen or key sir.",Mushroom Tibs,127.0,66
2338,The Tibs Plates,"Cubed eggplant sautéed with onions, jalapenos, and tomatoes sauteed with special tadu berbere based spices. Served with salad and a choice from misir wot, kik alicha, gomen, and alicha tikil gomen or key sir.",Eggplant Tibs,127.0,66
2339,The Tibs Plates,"Ground beef mixed with homemade butter and spices. Cooked rare, medium rare or well done. Served with ayib cheese, gomen, and salad. Served with salad and a choice from misir wot, kik alicha, gomen, and alicha tikil gomen or key sir.",Regular Kitfo,165.0,66
2340,The Tibs Plates,"Ground beef mixed with homemade butter and spices onions and jalapenos for special kitfo. Cooked rare, medium rare or well done. Served with ayib cheese, gomen, and salad. Served with salad and a choice from misir wot, kik alicha, gomen, and alicha tikil gomen or key sir.",Special Kitfo,171.0,66
2341,The Tibs Plates,"Ground beef mixed with homemade butter and spices. Cooked rare, medium rare or well done. Served with ayib cheese, gomen, and salad. Served with salad and a choice from misir wot, kik alicha, gomen, and alicha tikil gomen or key sir.",Kitfo Sandwich,138.0,66
2342,The Tibs Plates,"Small pieces of injera tossed in beef berbere, based sauces cooked with tomatoes, onions, garlic, and ginger. Served with salad, azifa and buticha. Served with salad and a choice from misir wot, kik alicha, gomen, and alicha tikil gomen or key sir.",Firfir Beef Berbere Banatu,160.0,66
2343,The Tibs Plates,"Small pieces of injera tossed in lamb turmeric based sauces cooked with tomatoes, onions, garlic, and ginger. Served with salad, azifa, and buticha. Served with salad and a choice from misir wot, kik alicha, gomen, and alicha tikil gomen or key sir.",Firfir Lamb Alicha Banatu,160.0,66
2344,The Tibs Plates,"Small pieces of injera tossed in veggie or chickpeas based sauces cooked with tomatoes, onions, garlic, and ginger. Served with salad, azifa, and buticha. Served with salad and a choice from misir wot, kik alicha, gomen, and alicha tikil gomen or key sir.",Firfir Vegetarian Banatu,149.0,66
2345,Tadu's Specialty Entrees,"A sampler plate of Kik alicha wot, misir wot, gomen, alicha tikil gomen and key sir wot. Served with salad, azifa, and buticha.",Vegetarian Combination,175.0,66
2346,Tadu's Specialty Entrees,"Ground beef and bereber sauce flavored with garlic, ginger, onions, and jalapenos. Served with salad, azifa, and buticha.",Minchet Abish Wot,160.0,66
2347,Tadu's Specialty Entrees,"Collard greens slow cooked with tender lamb cubes, garlic, onions, peppers, and homemade butter. Served with salad, azifa, and buticha.",Gomen Besega,160.0,66
2348,Tadu's Specialty Entrees,"Cubed beef tibs with mushroom, onions, tomatoes, bell peppers, and spiced with berbere. Served with salad, azifa, and buticha.",Beef Mushroom Tibs,174.0,66
2349,Tadu's Specialty Entrees,"Ground chickpeas sauce slow cooked with chunks of beef, onions, tomatoes, peppers, garlic, and tadu’s special homemade butter. Served with salad, azifa, and buticha.",Bozena Shiro,171.0,66
2350,Tadu's Specialty Entrees,"Sample plate of minchet abish, gomen besiga, and lamb alicha wot. Served with salad, azifa, and buticha.",Meat Combination,182.0,66
2351,Veggie Entrees,"Fresh collard greens sauteed with onions, garlic, and jalapenos. All served with salad, azifa, and buticha.",Gomen,127.0,66
2352,Veggie Entrees,"Fresh cabbage, potatoes, and carrots cooked with turmeric sauce of onions, garlic and ginger. All served with salad, azifa, and buticha.",Alicha Tikil Gomen,127.0,66
2353,Veggie Entrees,"Spicy split lentil sauce made with berbere, onions, garlic, and ginger. All served with salad, azifa, and buticha.",Misir Wot,127.0,66
2354,Veggie Entrees,"Ground chickpeas and berbere cooked with onions, tomatoes, and garlic. All served with salad, azifa, and buticha.",Shiro Wot,149.0,66
2355,Veggie Entrees,"Chickpeas cooked with mild turmeric, onions, garlic, and jalapenos. All served with salad, azifa, and buticha.",Kik Alicha Wot,127.0,66
2356,Veggie Entrees,"Fresh beets and potatoes cooked with onions, tomatoes, garlic, and jalapenos. All served with salad, azifa, and buticha.",Key Sir,127.0,66
2357,Veggie Entrees,"Green leaf lettuce salad with tomatoes, jalapenos, and onions topped with ayib cheese and buticha salad tossed in tadu’s special house dressing. All served with salad, azifa, and buticha.",Salad,94.0,66
2358,Vegan Entree,Creamy lentil dish.,Daal Tadka,110.0,67
2359,Vegan Entree,Spinach.,Aloo Palak,104.5,67
2360,Vegan Entree,Potato and cauliflower.,Aloo Gobhi,104.5,67
2361,Vegan Entree,"",Mixed Veggie Traditional Curry,104.5,67
2362,Vegan Entree,Spiced chickpeas.,Chana Masala,110.0,67
2364,Vegan Entree,Prepared in a spiced curry sauce.,Black Chana Masala,104.5,67
2365,Vegan Entree,"",Rajmah,104.5,67
2366,Vegan Entree,Spinach.,Palak,104.5,67
2367,Vegan Entree,"",Bengan Bhartha,104.5,67
2368,Vegan Entree,Eggplant.,Aloo Bengan,104.5,67
2369,Vegan Entree,Prepared in a spiced curry sauce.,Bhindi Masala,104.5,67
2370,Vegan Entree,Fried and rolled in coconut.,Coconut Veggie,104.5,67
2371,Dairy Entree,Prepared in a spiced curry sauce.,Paneer Tikka Masala,132.0,67
